Search Parameters	Year	Mo	Dy	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
[]	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	7	28	6	40	NA	1408	NA	PERU:  AREQUIPA	-16.6	-73.3	30	7	9	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1913	8	1	17	10	0	NA	NA	RUSSIA:  KURIL ISLANDS	47.5	155.5	60	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	8	6	22	14	24	1409	NA	"PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO"	-17	-74	33	7.9	10	NA	2	NA	NA	NA	NA	NA	3	NA	3	NA	3	NA	2	NA	NA	NA	NA	NA	3	NA	3	NA	3
	1913	8	NA	NA	NA	NA	NA	NA	CHINA:  SICHUAN PROVINCE	28.4	102.3	NA	6	8	NA	2	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	1913	10	2	4	23	28	5668	NA	PANAMA: AZUERO PENINSULA	7.1	-80.6	NA	6.7	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	3	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	3
	1913	10	11	4	6	3	1410	NA	PAPUA NEW GUINEA	-7	148	33	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	10	14	8	8	48	NA	NA	VANUATU ISLANDS	-19.5	169	230	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	11	4	21	33	NA	NA	NA	"PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA"	-14.2	-72.9	10	6.3	10	150	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	150	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1913	11	10	21	12	0	NA	NA	VANUATU ISLANDS	-18	169	80	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	12	21	15	37	38	NA	NA	CHINA:  YUNNAN PROVINCE	24.15	102.45	10	7	9	942	3	NA	NA	112	3	NA	3	NA	4	NA	NA	942	3	NA	NA	112	3	NA	3	NA	4	NA	NA
	1914	1	12	NA	NA	NA	1411	NA	PERU:  CALLAO	-12	-76.6	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	1	12	NA	NA	NA	1412	867	JAPAN:  SAKURIJIMA	31.58	130.67	NA	7.1	NA	29	1	NA	NA	NA	NA	NA	1	120	3	NA	NA	63	1	NA	NA	112	3	19	3	2268	4	NA	NA
	1914	1	15	4	28	NA	3416	NA	ITALY:  LIGURIAN COAST	43.5	10.2	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	1	30	3	35	50	NA	NA	CHILE:  OFF CENTRAL COAST	-35	-73	33	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	2	26	4	58	12	1413	NA	PERU:  AREQUIPA	-17	-72	130	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	3	15	20	0	6	NA	NA	JAPAN:  SENHOKU	39.2	139.8	33	7.2	NA	94	2	NA	NA	NA	NA	NA	3	640	3	NA	NA	94	2	NA	NA	NA	NA	NA	3	640	3	NA	NA
	1914	3	30	0	41	0	NA	NA	MEXICO:  CHIAPAS	16.8	-92.2	150	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	5	8	18	1	NA	NA	NA	"ITALY:  CATANIA, ETNA"	37.7	15.2	NA	4.9	10	120	3	NA	NA	NA	NA	NA	3	223	3	NA	NA	120	3	NA	NA	NA	NA	NA	3	223	3	NA	NA
	1914	5	26	14	22	47.7	1416	NA	INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN	-1.829	136.943	15	8.1	9	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1914	5	28	11	27	0	NA	NA	TURKEY:  GEMEREK	39.2	36	NA	5.6	7	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	5	31	NA	NA	0	NA	NA	ECUADOR:  MONTE PULLERINA	-0.2	-78.2	10	5.8	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	6	25	19	7	25.9	1418	NA	INDONESIA:  SUMATERA	-3.924	101.82	35	7.6	NA	20	1	NA	NA	20	1	NA	1	NA	1	NA	NA	20	1	NA	NA	20	1	NA	1	NA	1	NA	NA
	1914	8	4	22	41	6	NA	NA	CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE(SINKIANG)	43.5	91.5	NA	7.5	8	1	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA
	1914	9	11	11	43	0	NA	NA	"PERU:  CARAVELI,NAZCA,ICA,ATICO"	-15.387	-73.442	NA	NA	7	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1914	10	3	22	6	34	NA	NA	"TURKEY:  BURDUR, KILINC, KECIBORLU, ISPARTA"	37.82	30.27	NA	7	9	4000	4	NA	NA	700	3	NA	4	17000	4	NA	NA	4000	4	NA	NA	700	3	NA	4	17000	4	NA	NA
	1914	10	6	19	15	NA	5542	NA	NEW ZEALAND:  NORTH ISLAND	-37.8	178.2	NA	NA	8	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1914	10	17	6	22	30	NA	NA	GREECE:  THEBES	38.25	23.25	NA	6	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	10	23	6	18	34	NA	NA	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	6	132.5	60	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	11	24	11	53	30	NA	NA	JAPAN:  VOLCANO ISLANDS	22	143	110	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1914	11	27	14	39	46	1420	NA	GREECE:  LEUKAS ISLAND	38.8	20.6	30	6.3	9	14	1	NA	NA	NA	NA	NA	3	NA	3	NA	2	14	1	NA	NA	NA	NA	NA	3	NA	3	NA	2
	1914	12	2	23	55	0	NA	NA	"PERU:  PARARCA,PAYSA,COLTA,OYALA"	-15.2	-73.2	NA	NA	10	34	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	34	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	1915	1	13	6	52	38	NA	NA	"ITALY:  MARSICA, AVEZZANO, ABRUZZI"	42	13.5	10	7.5	11	29978	4	NA	NA	NA	NA	60	4	NA	NA	NA	NA	29978	4	NA	NA	NA	NA	60	4	NA	NA	NA	NA
	1915	2	28	18	59	0	NA	NA	JAPAN:  SW RYUKYU ISLANDS	23.6	123.5	60	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	5	1	5	0	0	NA	NA	RUSSIA:  KURIL ISLANDS	47	155	25	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	5	16	13	55	0	NA	NA	"PHILIPPINES:  SABTAN,BATAN"	11.3	122.3	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	5	23	NA	NA	NA	1423	NA	INDONESIA:  KAIMANA	-3.644	133.695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	6	6	21	29	0	NA	NA	PERU:  S	-18.5	-68.5	160	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	6	23	4	56	0	NA	NA	CALIFORNIA:  EL CENTRO	32.8	-115.5	NA	6.2	NA	6	1	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	7	31	1	31	23	NA	NA	RUSSIA:  OFF KAMCHATKA	53.5	163.3	20	7.3	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	8	7	15	4	3	1427	NA	"GREECE:  KEFALLONIA ISLAND, ITHACA ISLAND"	38.5	20.7	14	6.7	9	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	2
	1915	9	7	1	20	48	1428	NA	EL SALVADOR	14	-89	80	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	9	23	8	14	46.5	NA	NA	ERITREA: ASMARA	14.482	38.581	NA	6.2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1915	10	3	6	52	48	NA	NA	NEVADA:  PLEASANT VALLEY	40.5	-117.5	NA	7.6	10	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1915	11	1	7	23	43	1429	NA	JAPAN:  NEAR E COAST HONSHU	38.3	142.9	60	7.8	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1915	11	6	NA	NA	NA	1430	NA	INDONESIA:  NW. IRIAN JAYA	-1	136	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1915	11	18	20	19	18	1431	NA	PHILIPPINES:  W. LUZON ISLAND	18	119.5	NA	6.4	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	1915	12	3	2	39	19	NA	NA	CHINA:  TIBET (XIZANG PROVINCE)	29.5	91.5	NA	7	9	170	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	170	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1915	12	29	NA	NA	NA	NA	NA	EL SALVADOR; HONDURAS: GRACIAS	14.56	-88.76	NA	6.6	NA	NA	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1916	1	1	13	20	49.3	1432	NA	PAPUA NEW GUINEA:  SOLOMON ISLANDS	-4.739	152.548	35	7.9	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1
	1916	1	4	3	12	0	NA	NA	"PHILIPPINES:  PANAY:  PANAY,MAASIN"	11.1	122.3	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	1	13	6	18	16	NA	NA	INDONESIA:  NEW GUINEA:  IRIAN JAYA	-3	136	30	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	1	13	8	20	48	NA	NA	INDONESIA:  NEW GUINEA:  IRIAN JAYA	-3	135.5	16	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	1	24	6	55	7	NA	NA	TURKEY	41	37	33	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	1	31	NA	NA	NA	1433	NA	COSTA RICA-PANAMA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	2	1	7	36	22	NA	NA	JAPAN:  DUDA	29.5	131.5	33	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	2	6	21	51	0	NA	NA	ALASKA:  ALEUTIAN ISLANDS	48.5	178.5	60	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	2	27	20	20	36	NA	NA	NICARAGUA:  OFF COAST	11	-86	60	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	4	18	4	1	0	NA	NA	ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS	53.3	-170	170	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	4	21	11	31	0	NA	NA	JAPAN:  OFF EAST COAST HONSHU	33	141	60	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	4	24	4	26	42	NA	NA	DOMINICAN REPUBLIC:  SANTO DOMINIGO	18.5	-68	80	7.2	9	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1916	4	26	2	21	52	1434	NA	"PANAMA:  ALMIRANTE, BOCAS DEL TORO"	9.6	-82	25	7	9	NA	NA	NA	NA	NA	NA	0.025	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	1	NA	NA	NA	NA
	1916	6	21	21	32	0	NA	NA	ARGENTINA	-28.5	-63	600	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	7	3	23	21	41	3147	NA	ITALY:  STROMBOLI ISLAND	38.817	15.233	NA	5.1	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	1916	8	3	1	30	0	NA	NA	PAPUA NEW GUINEA:  N COAST	-4	144.5	60	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	8	25	9	44	42	NA	NA	BOLIVIA-NORTHERN CHILE	-21	-68	180	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	8	28	6	39	29	NA	NA	NEPAL; TIBET (XIZANG PROVINCE)	30	81	33	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	8	28	7	27	5	NA	NA	TAIWAN	23.7	120.9	NA	6.5	8	180	3	NA	NA	NA	NA	NA	2	614	3	NA	NA	180	3	NA	NA	NA	NA	NA	2	614	3	NA	NA
	1916	9	11	6	36	30	NA	NA	INDONESIA:  JAVA	-9	113	100	7.3	NA	NA	NA	NA	NA	NA	NA	NA	3	340	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	340	3	NA	NA
	1916	10	28	8	15	0	NA	NA	BALKANS NW:  SLOVENIA:  GORNJI GRAD	46.3	14.6	11	4.9	7	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	10	31	15	30	0	NA	NA	RUSSIA:  KURIL ISLANDS	46.5	160	60	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	11	12	0	0	0	2380	NA	VENEZUELA: OCUMARE DE LA COSTA DE ORO	10.46	-67.77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1916	11	14	22	31	33	NA	NA	TAIWAN	24	121	NA	6	NA	1	1	NA	NA	20	1	NA	1	97	2	NA	NA	1	1	NA	NA	20	1	NA	1	97	2	NA	NA
	1917	1	4	16	50	6	NA	NA	TAIWAN:  PULI	23.9	120.9	NA	6.3	NA	54	2	NA	NA	85	2	NA	1	130	3	NA	NA	54	2	NA	NA	85	2	NA	1	130	3	NA	NA
	1917	1	20	23	11	34	1439	NA	INDONESIA:  BALI	-7	116	NA	6.6	9	1500	4	NA	NA	NA	NA	NA	2	NA	2	NA	NA	1500	4	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	1917	1	24	0	48	12	NA	NA	CHINA:  ANHUI PROVINCE:	31.3	116.2	NA	6.3	8	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1917	1	25	NA	NA	NA	1440	NA	CHINA:  FUJIAN PROVINCE: OFF COAST	24.47	118.08	NA	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1917	1	29	8	22	0	NA	NA	BALKANS NW:  SLOVENIA:  BREZICE	45.9	15.6	13	5.6	8	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	1	30	2	45	36	1441	NA	RUSSIA:  KAMCHATKA	56.5	163	40	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	1	31	3	39	55	1442	NA	"PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN"	6	125	NA	6.4	9	7	1	NA	NA	2	1	NA	2	NA	2	NA	NA	7	1	NA	NA	2	1	NA	2	NA	2	NA	NA
	1917	4	26	9	36	0	NA	NA	ITALY:  CITERNA	43.5	12.1	33	5.5	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	5	1	18	26	NA	1444	NA	KERMADEC ISLANDS	-29.2	-177	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	5	6	12	19	NA	1445	NA	TAIWAN	23.2	121.6	33	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	5	31	8	47	NA	NA	NA	ALASKA:  ALASKA PENINSULA	54.79	-169.12	NA	7.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	6	6	20	10	0	NA	NA	ITALY:  CENTRAL	42.5	12.7	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	6	8	0	51	51	NA	3664	EL SALVADOR:  SAN SALVADOR	13.82	-89.31	NA	6.7	NA	NA	3	NA	NA	NA	NA	NA	4	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	3	NA	NA
	1917	6	26	5	49	42	1446	NA	SAMOA ISLANDS	-15.5	-173	25	8.3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1917	7	4	0	38	20	NA	NA	TAIWAN:  NE OF TAIWAN	25	123	60	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	7	29	21	52	31	1448	NA	PAPUA NEW GUINEA	-3.705	141.729	NA	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	7	30	23	54	5	NA	NA	CHINA:  YUNNAN PROVINCE	28	104	33	6.8	9	1800	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	1800	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA
	1917	7	31	3	23	10	NA	NA	CHINA:  JILIN PROVINCE	42.5	131	460	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	8	30	4	7	15	NA	NA	INDONESIA:  BANDA SEA	-7.5	128	100	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	8	31	11	36	18	NA	NA	"COLOMBIA:  BOGOTA, UBAQUE, SOACHA, CAQUEZA"	4	-74	40	7.3	8	6	1	NA	NA	NA	2	NA	1	NA	1	NA	NA	3	1	NA	NA	NA	2	NA	1	NA	1	NA	NA
	1917	9	17	1	20	0	NA	NA	ITALY:  S	41.7	13.6	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	11	5	23	45	0	NA	NA	ITALY:  CENTRAL	43.6	13.7	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	11	16	3	19	28	1450	NA	KERMADEC ISLANDS:  S OF	-29	-177.5	60	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1917	12	26	4	30	NA	NA	NA	GUATEMALA:  GUATEMALA CITY	14.6	-90.6	NA	6	NA	2650	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	2650	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	1917	12	29	22	50	20	NA	NA	MEXICO:  NEAR OAXACA COAST	15	-97	33	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1918	1	4	4	37	NA	NA	NA	GUATEMALA:  GUATEMALA CITY	14	-90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1918	1	30	21	18	33	NA	NA	RUSSIA:  E COAST OF	45.4	136.5	350	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1918	2	7	5	20	30	NA	NA	PHILIPPINES:  MINDANAO	6.5	126.5	120	7.5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1918	2	13	6	7	13	1451	NA	CHINA:  GUANGDONG PROVINCE	23.5	117.2	23	7.3	10	2000	4	NA	NA	NA	4	NA	4	NA	4	NA	NA	2000	4	NA	NA	NA	4	NA	4	NA	4	NA	NA
	1918	4	21	22	32	0	NA	NA	CALIFORNIA	33.7	-117	NA	6.8	NA	NA	NA	NA	NA	NA	NA	0.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1918	5	20	17	55	10	1453	NA	CHILE:  NORTHERN	-28.5	-71.5	80	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1918	7	3	6	52	0	NA	NA	PAPUA NEW GUINEA:  N COAST	-3.5	142.5	60	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1918	7	8	10	22	7	NA	NA	BANGLADESH:  SRIMANGAL	24.5	91	60	7.6	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1918	8	14	NA	NA	NA	3579	NA	CHINA:  YUNNAN PROVINCE	26.9	103	NA	5.5	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1918	8	15	12	18	12	1456	NA	PHILIPPINES:  MINDANAO:  COTABATO	5.5	123	33	8.3	10	46	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	52	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	1918	9	7	17	16	NA	1457	NA	RUSSIA:  KURIL ISLANDS	45.5	151.5	33	8.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	1	NA	NA	7	1	NA	2	NA	2	19	1
